ticket_id,description,root_cause,resolution
KAFKA-12412,"Group Coordinator followers are failing with OffsetsOutOfOrderException. Upon failure of group coordinator, the followers of newly elected group coordinator are failing with  OffsetsOutOfOrderException     Kafka Broker Version: 2.6.0  Zookeeper version: 3.0.7  consumer API: 1.6.0  producer: libdirkafka: 0.9.1  PFA: follower logs",Group Coordinator followers are failing with OffsetsOutOfOrderException.,Fixed
KAFKA-12393,"Document multi-tenancy considerations. We should provide an overview of multi-tenancy consideration (e.g., user spaces, security) as the current documentation lacks such information.",Document multi-tenancy considerations.,"Merged to trunk and cherry-picked to 2.8 | bbejeck merged pull request #334: URL: https://github.com/apache/kafka-site/pull/334         ---------------------------------------------------------------- This is an automated message from the Apac | miguno commented on pull request #334: URL: https://github.com/apache/kafka-site/pull/334#issuecomment-790412618      Thanks all for reviewing, much appreciated!   ------------------------------------"
KAFKA-12389,"Upgrade of netty-codec due to CVE-2021-21290. Our security tool raised the following security flaw on kafka 2.7: [https://nvd.nist.gov/vuln/detail/CVE-2021-21290]  It is a vulnerability related to jar *netty-codec-4.1.51.Final.jar*.  Looking at source code, the netty-codec in trunk and 2.7.0 branches are still vulnerable.  Based on netty issue tracker, the vulnerability is fixed in 4.1.59.Final: https://github.com/netty/netty/security/advisories/GHSA-5mcr-gq6c-3hq2",Upgrade of netty-codec due to CVE-2021-21290.,Issue resolved by pull request 10235 [https://github.com/apache/kafka/pull/10235]
KAFKA-12383,Get RaftClusterTest.java and other KIP-500 junit tests working. ,Get RaftClusterTest.java and other KIP-500 junit tests working.,"Thanks [~mjsax]! | Created https://issues.apache.org/jira/browse/KAFKA-12629 as follow up. | The PR for this Jira was merged, so I closed it. We should probably have a different one for the flakiness."
KAFKA-12382,Create KIP-500 README for the 2.8 release. ,Create KIP-500 README for the 2.8 release.,Fixed
KAFKA-12381,"Incompatible change in verifiable_producer.log in 2.8. In test_verifiable_producer.py , we used to see this error message in verifiable_producer.log when a topic couldn't be created:  WARN [Producer clientId=producer-1] Error while fetching metadata with correlation id 1 : {test_topic=LEADER_NOT_AVAILABLE} (org.apache.kafka.clients.NetworkClient) The test does a grep LEADER_NOT_AVAILABLE on the log in this case, and it used to pass.  Now we are instead seeing this in the log file:  WARN [Producer clientId=producer-1] Error while fetching metadata with correlation id 1 : {test_topic=INVALID_REPLICATION_FACTOR} (org.apache.kafka.clients.NetworkClient) And of course now the test fails.  The INVALID_REPLICATION_FACTOR is coming from the new auto topic creation manager.  It is a simple matter to make the test pass -- I have confirmed that it passes",Incompatible change in verifiable_producer.log in 2.8.,"I checked 2.7 code, and we only return INVALID_REPLICATION_FACTOR for internal topics: {code:java} if (isInternal(topic)) {   val topicMetadata = createInternalTopic(topic)   if (topicMetadata.errorCo | [~bchen225242] I would not focus too much on the system test failure. The main thing to verify is whether there is a behavior change here in the `Metadata` response. If we are returning `INVALID_REPLI | [~cmccabe] Could you provide more specific details here, such like which test case is failing and where you were fixing the log grep?"
KAFKA-12376,Use scheduleAtomicAppend for records that need to be atomic. ,Use scheduleAtomicAppend for records that need to be atomic.,"Yes [~rounak] . I am working on it at the moment. I'll update the Jira soon with more information. | {quote}records that need to be atomic {quote}    Can you help understand which type of records are these? That is, how do we identify these records and use `scheduleAtomicAppend` for them?"
KAFKA-12375,"ReplaceStreamThread creates a new consumer with the same name as the one it's replacing. I was debugging the kafka-streams soak cluster and noticed that replacing a stream thread was causing the streams application to fail. I have managed to find the following stacktrace:  {code:java} javax.management.InstanceAlreadyExistsException: kafka.consumer:type=app-info,id=i-0cdac8830ee1b8f01-StreamThread-1-restore-consumer at com.sun.jmx.mbeanserver.Repository.addMBean(Repository.java:437) at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.registerWithRepository(DefaultMBeanServerInterceptor.java:1898) at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.registerDynamicMBean(DefaultMBeanServerInterceptor.java:966) at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.registerObject(DefaultMBeanServerInterceptor.java:900) at com.sun.jmx.interceptor.DefaultMBeanServerInterc",ReplaceStreamThread creates a new consumer with the same name as the one it's replacing.,"I agree with [~ableegoldman] that ensuring a unique thread ID solves also other issues like the metrics issue above. We cannot wait for the metrics to be removed from the metrics because that happens  | My primary motivation for fixing the thread names was that there are other things (eg the client ids) which are based on the thread.id, and are presumed to be unique. I'm not even sure we could recogn | Thanks [~ableegoldman] .  I couldn't believe that the locking is really just based on the name of the thread, so I had to see for myself: {code:java} org.apache.kafka.streams.processor.internals.State"
KAFKA-12374,"Add missing config sasl.mechanism.controller.protocol. The config `sasl.mechanism.controller.protocol` from KIP-631 is not implemented.  Furthermore, `KafkaRaftManager` is using inter-broker security information when it connects to the Raft controller quorum.  KafkaRaftClient should use the first entry in `controller.listener.names` to determine the listener name; that listener name's mapped value in the `listener.security.protocol.map` (if such a mapping exists, otherwise the listener name itself) for the security protocol; and the value of `sasl.mechanism.controller.protocol` for the SASL mechanism.  Finally, `RaftControllerNodeProvider` needs to use the value of `sasl.mechanism.controller.protocol` instead of the inter-broker sasl mechanism (it currently determines the listener name and security protocol correctly)",The config `sasl.mechanism.controller.protocol` from KIP-631 is not implemented.,Fixed
KAFKA-12367,"RaftReplicaManager needs to propagate isr version to Partition. The quorum controller verifies the isr version from the `AlterIsr` request. If it does not match, then `INVALID_UPDATE_VERSION` is returned. At the moment, this prevents the leader from being able to shrink or expand the ISR since the version does not get propagated in `RaftReplicaChangeDelegate.makeLeaders`.","If it does not match, then `INVALID_UPDATE_VERSION` is returned.",Fixed
KAFKA-12366,Performance regression in stream-table joins on trunk. Stream-table join benchmarks have revealed a significant performance regression on trunk as compared to the latest release version. We should investigate as a blocker prior to the 3.0 release.,Performance regression in stream-table joins on trunk.,"Thanks for the report [~vcrfxia] , I have reviewed the benchmark results offline, and I believe this was caused by the task idling improvements from KIP-695.  [https://cwiki.apache.org/confluence/disp"
KAFKA-12357,"Do not inline methods from the scala package by default. As mentioned in [https://github.com/apache/kafka/pull/9548,] users currently use the kafka jar (`core` module) for integration testing and the current inlining behavior causes problems when the user's classpath contains a different Scala version than the one that was used for compilation.  An example error: {quote}java.lang.NoClassDefFoundError: scala/math/Ordering$$anon$7 {quote} We should not inline methods from the scala package by default, but we should make that easy for people who want to build an optimized kafka jar where they can ensure the scala library jar matches the one used for compilation (a reasonably common case).",Do not inline methods from the scala package by default.,Fixed
